product_id,user_id,rating
2,1,3.5
29,1,3.5
32,1,3.5
31,1,3.5
29,1,4
3,2,4
1,3,4
24,3,3
32,3,4
31,3,5
36,3,3
34,3,2
29,3,5
26,3,5
27,3,5
38,3,4
6,4,3
10,4,4
19,4,3
32,4,1
2,5,3
11,5,5
17,5,3
29,5,5
1,6,5
3,6,3
7,6,5
17,6,5
3,7,3
7,7,3
11,7,4
15,7,2
16,7,3
17,7,2
24,7,3
28,7,5
30,7,5
38,7,3
33,7,3
1,8,4
3,8,5
6,8,3
10,8,4
19,8,1
21,8,4
39,8,3
40,8,1
34,8,3
32,8,5
26,9,5
1,10,4
11,10,4
25,10,4
32,10,5
26,10,5
30,10,4
27,10,5
1,11,4.5
10,11,2.5
19,11,3.5
32,11,5
39,11,4.5
36,11,4
40,11,5
34,11,5
29,11,5
32,11,4.5
39,11,3.5
26,11,2.5
1,12,4
3,12,3
5,12,2
6,12,3
7,12,3
17,12,3
32,12,3
34,12,4
36,12,4
32,12,4
39,12,4
1,13,4
2,13,3
10,13,3
11,13,4
19,13,3
32,13,5
34,13,1
39,13,3
36,13,4
34,13,3
29,13,5
35,13,4
32,13,5
1,14,4.5
7,14,3.5
17,14,5
34,14,3
38,14,2.5
10,15,2
11,15,3
14,15,2
17,15,3
21,15,3
34,15,4
36,15,3
39,15,3
31,15,3
29,15,3
32,15,5
1,16,3
6,16,3
39,16,4
6,17,4
29,18,4.5
32,18,4
26,18,4
30,18,5
27,18,3.5
1,19,5
3,19,4
6,19,5
7,19,5
14,19,4
17,19,4
25,19,3
32,19,2
16,20,4
19,20,2.5
27,20,4
38,20,2.5
6,21,4
16,21,5
32,21,4
31,21,5
29,21,5
32,21,5
26,21,5
30,21,4
1,22,3
6,22,5
16,22,5
31,22,4
29,22,5
1,23,4
25,23,4
32,23,5
31,23,5
29,23,5
32,23,5
1,24,4
5,24,2
6,24,4
7,24,3
10,24,3
16,24,5
18,24,5
21,24,3
24,24,4
25,24,5
32,24,4
34,24,4
36,24,3
39,24,3
31,24,5
29,24,5
33,24,2
21,25,3.5
22,25,4
31,25,3
32,25,3.5
39,25,4.5
31,25,3.5
29,25,4
32,25,3.5
26,25,3.5
10,26,3
19,26,3
21,26,4
22,26,3
39,26,4
31,26,5
36,26,2
34,26,2
29,26,5
35,26,3
32,26,5
11,27,4
29,27,3
2,29,3
9,29,4
11,29,4
15,29,4
16,29,4
19,29,3
20,29,4
21,29,3
22,29,3
23,29,4
24,29,3
31,29,4
32,29,3
34,29,4
37,29,3
31,29,4
36,29,3
40,29,3
34,29,4
29,29,5
35,29,3
32,29,4
5,30,2.5
1,31,3
32,31,0.5
6,32,3
10,32,3
14,32,3
16,32,3
17,32,4
19,32,3
25,32,4
31,32,3
34,32,4
36,32,3
39,32,3
31,32,5
34,32,3
29,32,5
32,32,3
1,34,5
2,34,3
7,34,3
10,34,5
15,34,3
17,34,5
21,34,4
32,34,4
34,34,3
40,34,3
34,34,1
35,34,3
31,35,5
29,35,4
32,35,4.5
26,35,5
27,35,4.5
3,38,3
7,38,5
8,38,3
11,38,4
21,38,1
36,38,3
36,38,1
32,38,4
1,39,5
6,39,5
25,39,4
32,39,3
36,39,5
39,39,3
11,40,3
31,40,3
4,41,2
32,41,4
30,41,5
31,42,4.5
28,43,4.5
29,43,4
26,44,5
29,45,1.5
30,45,2.5
38,45,0.5
5,46,3
6,46,2
11,46,4
21,46,5
25,46,5
32,46,3
36,46,5
39,46,3
31,46,4
35,46,3
32,46,5
1,47,1
34,47,0.5
29,47,3.5
6,48,4
14,48,3
17,48,4
25,48,5
31,48,5
29,48,5
32,48,5
28,48,4
26,48,5
27,48,5
31,49,5
32,49,3.5
32,50,4
39,50,3.5
29,50,4
30,50,5
19,51,3
31,51,5
29,51,5
39,51,4
38,51,3
19,52,3
34,52,4
36,52,3
35,52,3
1,53,4
21,53,5
29,53,5
32,53,4
31,53,5
29,53,3
32,53,4
26,53,4
30,53,3
27,53,4
1,54,4
2,54,3
5,54,3
6,54,3
10,54,4
11,54,5
16,54,2
17,54,2
18,54,3
20,54,3
21,54,2
22,54,3
25,54,2
32,54,5
34,54,2
36,54,5
39,54,2
31,54,4
36,54,3
29,54,5
35,54,3
32,54,5
28,54,3
26,54,5
27,54,4
38,54,4
33,54,2
26,55,5
27,55,5
11,56,3
16,56,3
25,56,4
36,56,3
39,56,3
31,56,5
29,56,5
32,56,3
30,56,5
31,57,3.5
1,58,5
6,58,4.5
11,58,4.5
16,58,4
21,58,5
32,58,5
34,58,5
36,58,4
31,58,5
40,58,3.5
29,58,5
32,58,5
28,58,5
26,58,5
27,58,5
38,58,3
33,58,1
1,59,4.5
31,59,4
29,59,4.5
26,59,4.5
31,60,4
29,60,4.5
32,60,4.5
4,61,3
31,61,3.5
39,61,5
37,61,1.5
29,62,5
32,63,5
28,63,5
30,63,5
29,64,5
32,64,5
24,65,4
29,65,5
1,66,4
21,66,5
34,66,4
10,67,4
25,67,5
39,67,3
28,67,5
30,67,5
10,68,4
19,68,3
34,68,5
35,68,4
1,69,4
5,69,3
6,69,4
9,69,3
10,69,3
11,69,3
12,69,3
15,69,1
16,69,3
18,69,3
19,69,4
20,69,2
21,69,3
22,69,3
25,69,3
32,69,5
39,69,2
37,69,3
31,69,4
36,69,3
40,69,1
34,69,2
29,69,4
39,69,4
6,70,5
10,70,2
16,70,5
29,70,4
32,70,4
26,70,5
27,70,5
29,71,5
19,72,3.5
32,72,5
34,72,4
17,73,3
34,73,5
31,73,4
29,73,5
32,73,5
26,73,4
25,74,5
36,74,4
26,74,5
30,74,4
27,74,4
3,75,3
10,75,4
21,75,4
39,75,5
29,75,5
19,77,2
32,77,3.5
37,77,1.5
28,77,5
30,77,4.5
29,78,4
26,79,4
30,79,3
1,80,3
3,80,3
7,80,3
36,80,4
1,82,5
16,82,4.5
31,82,5
29,82,5
30,82,5
31,83,4
38,83,2.5
1,84,5
24,84,4
37,84,4
35,84,4
17,85,4.5
30,85,4
29,86,5
26,86,4
27,86,4
11,87,3
19,87,1
21,87,3
31,87,5
29,87,4
2,88,1
7,88,1
16,88,4
17,88,2.5
19,88,2
21,88,2.5
22,88,1
32,88,3.5
40,88,1
39,88,3
26,88,4.5
30,88,4
38,88,1
29,89,5
32,89,4
26,89,5
27,89,5
1,90,3.5
10,90,3.5
34,90,4
39,90,2
29,90,4
38,90,3.5
1,91,4
2,91,3.5
3,91,3
7,91,2.5
10,91,4
11,91,4
19,91,2
21,91,4
22,91,4
24,91,3.5
32,91,4
31,91,3.5
36,91,1
40,91,2.5
34,91,3
29,91,4
35,91,2.5
32,91,4.5
28,91,4
39,91,3.5
26,91,5
27,91,4
38,91,3
33,91,3
27,92,5
38,92,3
1,93,5
19,93,4
22,93,5
36,93,3
35,93,4
37,94,1
38,94,3
31,95,3
32,95,4
1,96,3.5
3,96,4
29,96,4
32,96,4
31,96,3
29,96,4.5
32,96,4
28,96,3
26,96,3
30,96,3.5
1,97,4
6,98,4
1,99,4
29,99,4.5
28,99,4
14,100,3
25,100,4
32,100,3
39,100,3
31,100,5
29,100,3
35,100,3
32,100,4
6,101,4
10,101,4
11,101,4
19,101,2
20,101,3
21,101,4
23,101,4
25,101,5
34,101,3
36,101,5
39,101,3
31,101,5
36,101,1
40,101,1
34,101,3
32,102,4.5
29,102,5
28,102,5
7,103,4
14,104,1
17,104,3
21,104,3
25,104,4
28,104,3
29,104,3
30,104,3
32,104,3
34,104,4
36,104,3
39,104,2
31,104,3
29,104,3
32,104,5
28,104,5
26,104,5
30,104,4
27,104,5
33,104,1
25,104,1
1,105,4
6,105,3
32,105,4
39,105,4
16,106,3.5
26,106,5
27,106,5
1,107,4
14,108,5
16,108,3
23,108,1
32,108,4
39,108,4
31,108,3
40,108,2
34,108,3
1,109,3.5
24,109,2
32,109,4
29,109,5
32,109,3.5
26,109,5
27,109,5
34,110,4
29,110,4
32,110,4.5
26,110,5
29,111,4.5
32,111,4
3,112,2.5
36,112,4.5
31,112,3.5
29,112,4
32,112,4
28,112,4
7,113,5
17,113,5
28,113,5
36,113,5
1,114,3
3,114,3
7,114,4
14,114,4
17,114,5
25,114,3
26,114,5
32,114,3
36,114,3
40,114,5
39,114,3
1,115,1.5
22,115,2.5
29,115,3.5
26,115,4
1,116,3
2,116,2
3,116,2
6,116,1.5
8,116,1
9,116,1.5
10,116,2
11,116,2
12,116,0.5
15,116,0.5
16,116,3.5
19,116,2.5
20,116,2
21,116,3.5
22,116,2
23,116,1.5
24,116,1
32,116,4
34,116,2
38,116,0.5
39,116,2
37,116,1
31,116,4.5
36,116,2
40,116,3
34,116,2
29,116,4.5
35,116,3
32,116,4
28,116,4
39,116,2
26,116,4.5
23,116,0.5
38,116,2
22,116,1
33,116,2
21,116,2
1,117,3
3,117,5
5,117,5
26,117,5
34,118,3
31,118,5
2,119,4
34,119,5
2,120,1
11,120,3
19,120,3
21,120,5
36,120,4
31,120,5
29,120,4
32,120,5
40,121,3.5
26,121,5
27,121,5
33,121,4
17,122,5
28,122,4
35,122,4
10,123,3
18,123,4
20,123,3
21,123,3
27,123,3
1,124,5
2,124,2
6,124,5
10,124,4
16,124,4
21,124,4
22,124,4
32,124,5
39,124,2
31,124,5
40,124,3
34,124,2
29,124,5
32,124,1.5
28,124,2
39,124,3
26,124,4.5
30,124,4
1,126,4
3,126,4
5,126,4
6,126,3
14,126,4
17,126,3
32,126,2
36,126,3
39,126,2
2,127,3
5,127,5
6,127,3
9,127,5
10,127,4
22,127,5
23,127,3
31,127,5
32,127,3
31,127,4
36,127,3
29,127,5
2,128,3
21,128,3
37,128,2
38,128,3
1,129,4
2,129,3
34,129,2.5
28,129,3.5
38,129,2
1,130,3
6,130,4
9,130,3
11,130,3
16,130,4
19,130,3
20,130,3
21,130,4
22,130,4
24,130,3
25,130,5
31,130,3
32,130,5
36,130,5
39,130,3
31,130,5
34,130,1
29,130,5
32,130,5
26,130,4
1,131,2
2,131,1
17,131,3.5
19,131,3
21,131,2
31,131,2.5
32,131,3
34,131,2.5
39,131,2
39,131,1
38,131,1
33,131,1.5
2,132,3
25,132,5
29,132,5
32,132,4.5
34,132,4.5
39,132,4
31,132,4.5
29,132,4
26,132,4
27,132,3
1,133,4
6,133,3.5
16,133,4.5
32,133,5
39,133,3
31,133,4
29,133,4
28,133,4.5
30,133,4
1,134,4
6,134,3
11,134,3
14,134,2
16,134,5
21,134,3
24,134,3
25,134,3
32,134,3
34,134,4
36,134,4
39,134,4
31,134,5
34,134,2
29,134,5
35,134,3
32,134,4
39,134,3
26,134,5
27,134,5
1,135,4
11,135,3.5
19,135,0.5
34,135,4
36,135,3
39,135,0.5
29,135,4.5
32,135,5
30,135,2.5
38,135,3
1,136,5
1,137,4
2,137,3
6,137,5
10,137,3
15,137,4
29,137,5
35,137,3
32,137,5
26,137,5
27,137,5
38,137,4
33,137,2
21,137,3
29,138,5
25,138,3
19,139,2
40,139,3
34,139,2
35,139,3
39,139,3
1,140,4
5,140,3
6,140,4
10,140,4
16,140,4
20,140,3
21,140,4
25,140,5
32,140,5
31,140,5
40,140,3
28,140,5
31,141,4
29,141,4.5
26,141,4
2,142,4
16,142,4
17,142,4
25,142,4
36,142,4
39,142,3
29,142,4
32,142,5
1,143,4
3,143,3
6,143,4
7,143,4
32,143,3
36,143,3
1,144,3
6,144,4
10,144,1
21,144,5
34,144,1
39,144,3
31,144,5
1,146,3
1,147,4.5
6,147,4
19,147,3.5
25,147,3.5
32,147,3.5
31,147,4
29,147,5
26,147,4.5
30,147,3
27,147,4
38,147,2
33,147,2.5
7,148,4
17,148,5
18,148,1
25,148,2
39,148,4
30,148,4
1,149,5
32,149,3
39,149,3
34,149,4
29,149,3
35,149,3
34,151,0.5
29,151,4.5
35,151,1.5
32,151,4.5
39,151,4
26,151,4
38,151,1.5
2,152,3
16,152,4.5
19,152,2.5
39,152,5
31,152,4
32,152,4.5
28,152,4
11,153,4
21,153,4.5
25,153,4.5
36,153,3
39,153,4.5
31,153,5
29,153,5
6,154,4.5
10,154,4
21,154,3.5
39,154,3
31,154,4.5
32,154,4.5
28,154,4
26,154,4
30,154,5
27,154,4
1,155,2.5
29,155,4
32,155,4.5
37,155,2
31,155,4
26,155,2
30,155,2.5
1,156,5
2,156,5
3,156,2
4,156,3
5,156,3
6,156,4
7,156,4
9,156,3
10,156,4
11,156,5
12,156,3
15,156,4
16,156,4
17,156,4
18,156,3
20,156,3
21,156,4
22,156,4
23,156,3
24,156,4
25,156,4
